Kateqoriya,Sual,Cavab
Xüsusi gömrük prosedurları,Son istifadə xüsusi gömrük proseduru altında yerləşdirilmiş mallar üzərində gömrük nəzarəti hansı hallarda başa çatır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 233 nömrəli Qərarı ilə təsdiq olunmuş “Malların son istifadə xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 5.2-ci bəndinə müvafiq olaraq son istifadə xüsusi gömrük proseduru altında yerləşdirilmiş mallar üzərində gömrük nəzarəti aşağıdakı hallarda başa çatır: - mallar gömrük rüsumlarından və vergilərdən azad edilmənin tətbiqi üçün qanunvericiliklə müəyyən edilmiş məqsədlərə istifadə olunduqda; - mallar ixrac və ya məhv edildikdə və ya onlardan dövlətin xeyrinə imtina olunduqda; - mallardan gömrük rüsumlarından və vergilərdən azad olunmanın məqsədləri üçün istifadə edilmədiyi aşkar olunduqda və bununla əlaqədar qanunvericilikdə nəzərdə tutulmuş gömrük rüsumları və vergilər tam ödənildikdə; - mallar gömrük idxal rüsumları, vergilər alınmadan və ticarət siyasəti tədbirləri tətbiq edilmədən gömrük ərazisində Azərbaycan Respublikası Nazirlər Kabinetinin müəyyən etdiyi yerlərdə (beynəlxalq hava və dəniz limanlarında və digər yerlərdə) və qaydada yaradılan və fəaliyyət göstərən rüsumsuz ticarət mağazalarında gömrük nəzarəti altında satıldıqda."
Xüsusi gömrük prosedurları,Şəxsə malların son istifadə xüsusi gömrük proseduru altında yerləşdirilməsinə görə icazə hansı şərtlər əsasında verilir?,Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 233 nömrəli Qərarı ilə təsdiq olunmuş “Malların son istifadə xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 2.1-ci bəndinə müvafiq olaraq şəxsə malların son istifadə xüsusi gömrük proseduru altında yerləşdirilməsinə görə icazə aşağıdakı şərtlər əsasında verilir: - gömrük orqanlarının son istifadə xüsusi gömrük proseduruna nəzarəti həyata keçirmək imkanı olduqda; - icazənin verilməsi yerli istehsalçıların mühüm maraqlarına mənfi təsir göstərmədikdə.
Xüsusi gömrük prosedurları,Tranzit xüsusi gömrük proseduru altında yerləşdirilmiş mallar üzərində hansı yük əməliyyatları həyata keçirilə bilər?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 5 nömrəli Qərarı ilə təsdiq edilmiş “Malların beynəlxalq və daxili tranzit xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 12.1-ci bəndinə müvafiq olaraq gömrük ərazisindən malları tranzit daşıyan nəqliyyat vasitələrinə əlavə malların yüklənməsinə, malların nəqliyyat vasitəsindən boşaldılmasına və ya malları daşıyan nəqliyyat vasitəsinin dəyişdirilməsinə yol verilir. Tranzit xüsusi gömrük proseduru altında daşınan malların bir hissəsi digər gömrük proseduru altında yerləşdirildikdə, həmin mallar nəqliyyat vasitəsindən qismən boşaldılır. Həmin qaydanın 12.2-ci və 12.3-cü bəndlərinə müvafiq olaraq gömrük ərazisi ilə tranzit daşınan mallar üzərində yük əməliyyatları gömrük nəzarəti zonalarında və ya gömrük orqanının müəyyən etdiyi digər yerlərdə gömrük orqanının vəzifəli şəxslərinin iştirakı ilə həyata keçirilir. Yük əməliyyatları aparıldıqda, tranzit daşınma müddəti belə əməliyyatların aparılması üçün zəruri olan vaxt nəzərə alınmaqla müəyyən edilir. Mallar üzərində yük əməliyyatları göndərən gömrük orqanı və ya əməliyyatların aparıldığı ərazidə fəaliyyət göstərən gömrük orqanı tərəfindən verilən icazə əsasında həyata keçirilir."
Xüsusi gömrük prosedurları,Daxili tranzit xüsusi gömrük proseduru altında yerləşdirilən mallara dair gömrük bəyannaməsi hansı müddət ərzində təqdim olunmalıdır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 5 nömrəli Qərarı ilə təsdiq edilmiş “Malların beynəlxalq və daxili tranzit xüsusi gömrük proseduru altında yerlədirilməsi qaydaları”nın 8.1-ci bəndinə müvafiq olaraq daxili tranzit xüsusi gömrük proseduru altında yerləşdirilən mallara dair gömrük bəyannaməsi həmin mallar təyinat gömrük orqanına təqdim edildiyi tarixdən 15 (on beş) gündən gec olmayaraq verilməlidir. Göstərilən müddət bəyannaməçi tərəfindən müvafiq sənədlərin və məlumatların toplanması üçün kifayət etmədikdə, onun əsaslandırılmış müraciəti əsasında gömrük orqanı həmin müddəti uzadır. Gömrük bəyannaməsinin təqdim edilməsi müddətinin uzadılmasına malların müvəqqəti saxlanc xüsusi gömrük proseduru altında qalma müddəti çərçivəsində yol verilir."
Xüsusi gömrük prosedurları,Malların müvəqqəti saxlanc xüsusi gömrük proseduru altında qalma müddəti nə qədərdir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 176.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 229 nömrəli Qərarı ilə təsdiq edilmiş “Malların saxlanc xüsusi gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 3.1-ci və 3.2-ci bəndinə müvafiq olaraq malların müvəqqəti saxlanc xüsusi gömrük proseduru altında qalma müddəti onların və istifadə olunan nəqliyyat vasitəsinin xüsusiyyətləri, gömrük bəyannaməsinin təqdim olunması üçün lazım olan vaxt nəzərə alınmaqla, gömrük orqanı tərəfindən müəyyən edilir. Prosedur sahibinin əsaslandırılmış müraciəti olduqda, gömrük orqanı həmin müddəti bu Qaydaların 3.2-ci bəndində göstərilən müddət çərçivəsində (4 aydan çox olmamaq şərti ilə) uzadır."
Xüsusi gömrük prosedurları,Mallar hansı halda müvəqqəti saxlanc xüsusi gömrük proseduru altında yerləşdirilir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 178.1-ci maddəsinə və “Malların saxlanc xüsusi gömrük proseduru altında yerləşdirilməsi Qaydaları”nın təsdiq edilməsi haqqında Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 229 nömrəli Qərarının 2.2-ci bəndinə əsasən digər gömrük proseduru altında yerləşdirilməsi üçün bəyan edilmə halları istisna olmaqla, mal sahibi tərəfindən gömrük orqanlarına təqdim edilmiş aşağıdakı xarici mallar onun tərəfindən müvəqqəti saxlanc xüsusi gömrük proseduru altında yerləşdirilərək bəyan edilir: - Sərbəst zonaya birbaşa gətirilmə istisna olmaqla, gömrük ərazisinə gətirilən mallar; - Sərbəst zonadan gömrük ərazisinin digər hissəsinə gətirilən mallar; - Barəsində beynəlxalq tranzit xüsusi gömrük proseduru başa çatmış mallar. Azərbaycan Respublikası Gömrük Məcəlləsinin 180.3-cü və 181.5-ci maddələrinə əsasən müvəqqəti saxlanc anbarlarının və gömrük anbarlarının tiplərinə, quruluşuna, təchizatına, orada yerləşdirilən mallarla əlaqədar əməliyyatlara, uçot və hesabatın aparılmasına, gömrük nəzarətinin həyata keçirilməsinə və anbar sahibinə dair tələblər müəyyən edilmişdir. Belə ki, qeyd olunan tələblər “Müvəqqəti saxlanc anbarlarının və gömrük anbarlarının tiplərinə, quruluşuna, təchizatına, orada yerləşdirilən mallarla əlaqədar əməliyyatlara, uçot və hesabatın aparılmasına, gömrük nəzarətinin həyata keçirilməsinə, anbar sahibinə dair Tələblər”in təsdiq edilməsi haqqında Azərbaycan Respublikası Nazirlər Kabinetinin 3 may 2013-cü il tarixli 73 nömrəli Qərarı ilə tənzimlənir."
Xüsusi gömrük prosedurları,Mallar gömrük anbarı xüsusi gömrük proseduru altında nə qədər müddətə saxlanıla bilər?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 183.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 229 nömrəli Qərarı ilə təsdiq edilmiş “Malların saxlanc xüsusi gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 7.1-ci bəndinə müvafiq olaraq mallar gömrük anbarı xüsusi gömrük proseduru altında 3 (üç) il müddətində saxlanıla bilər."
Digər prosedurlar,Qara və əlvan metal qırıntı və tullantılarının Azərbaycan Respublikasından ixracı hansı qanunvericilik aktına uyğun tənzimlənir?,Azərbaycan Respublikası Prezidentinin 17 aprel 2001-ci il 457 sayılı Fərmanına əsasən qara və əlvan metal qırıntı və tullantılarının Azərbaycan Respublikasından ixracı müvəqqəti olaraq dayandırılmışdır.
Digər prosedurlar,Mədəni sərvətlərin Azərbaycan Respublikasından ixracı hansı qaydada tənzimlənir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 29 avqust 2014-cü il tarixli 294 nömrəli Qərarı ilə təsdiq edilmiş “Mədəni sərvətlərin idxalı, ixracı və Azərbaycan Respublikasının ərazisindən tranzitlə keçirilməsi Qaydaları”nın 4.1-ci bəndinə müvafiq olaraq Azərbaycan Respublikasının milli mədəniyyət əmlakının Dövlət Siyahısına daxil olan daşınar mədəni sərvətlərin Azərbaycan Respublikasının ərazisindən ixracı qadağandır. Bu Qaydaların 4.1-ci bəndində göstərilən mədəni sərvətlərdən başqa digər mədəni sərvətlərin ixracının qadağan edilməsi yolverilməzdir."
Digər prosedurlar,Qeyri-neft məhsullarının ixracı ilə məşğul olan şəxslərə ixrac təşviqi məqsədilə hansı güzəştlər tətbiq olunur?,Azərbaycan Respublikası Nazirlər Kabinetinin 6 oktyabr 2016-cı il tarixli 401 nömrəli Qərarı ilə təsdiq edilmiş “Qeyri-neft məhsullarının ixracı ilə məşğul olan şəxslərə ixrac təşviqinin ödənilməsi Qaydası”na müvafiq olaraq Azərbaycan Respublikasının ərazisində qeyri-neft məhsullarının ixracı ilə məşğul olan şəxslərə dövlət büdcəsinin vəsaiti hesabına ixrac təşviqi ödənilir. İxrac təşviqinin baza məbləği ixrac əməliyyatlarına görə faktiki ixrac olunmuş malın ixrac gömrük bəyannaməsində nəzərdə tutulan gömrük dəyərinin 3 (üç) faizini təşkil edir.
Digər prosedurlar,"Hüquqi və fiziki şəxslər konsiqnasiya yolu ilə ixrac etdikləri malların (işlərin, xidmətlərin) müqabilində vəsaitləri hansı müddət ərzində Azərbaycan Respublikasındakı müvəkkil bankda olan hesablarına köçürülməsini təmin etməlidirlər?","Azərbaycan Respublikası Prezidentinin 24 iyun 1997-ci il tarixli 609 nömrəli Fərmanı ilə təsdiq edilmiş Azərbaycan Respublikasında xarici ticarətin daha da liberallaşdırılması qaydalarının 12.2-ci bəndinə müvafiq olaraq hüquqi və fiziki şəxslər konsiqnasiya yolu ilə ixrac etdikləri malların (işlərin, xidmətlərin) müqabilində vəsaitlərin onların bəyan olunduğu gündən 180 (yüz səksən) gün ərzində Azərbaycan Respublikasındakı müvəkkil bankda olan hesablarına köçürülməsini təmin etməlidirlər."
Digər prosedurlar,Malların müvəqqəti ixrac gömrük proseduru altında qalma müddəti nə qədərdir?,Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 244 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti ixrac gömrük proseduru altinda yerləşdirilməsi qaydaları”nın 3.1-ci bəndinə müvafiq olaraq müvəqqəti ixrac gömrük proseduru altında yerləşdirilmiş malların bu gömrük proseduru altında qalma müddəti gömrük orqanları tərəfindən 24 (iyirmi dörd) aydan çox olmamaq şərtilə müəyyənləşdirilir. Bu müddət müvəqqəti ixrac gömrük prosedurunun məqsədi üçün kifayət etməlidir. Göstərilən müddətdə müvəqqəti ixrac gömrük prosedurunun məqsədlərinə nail olunmadıqda həmin qaydaların 3.2-ci bəndinə əsasən gömrük orqanı həmin prosedur üçün müəyyən olunmuş müddətin başa çatmasına 1 (bir) ay qalmış prosedur sahibinin əsaslandırılmış müraciəti ilə malların müvəqqəti ixrac gömrük proseduru altında qalma müddətini 12 (on iki) aya qədər uzadır.
Digər prosedurlar,Müvəqqəti ixrac gömrük proseduru altında yerləşdirilən mallara hansı gömrük vergi və rüsumları tətbiq olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 244 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti ixrac gömrük proseduru altında yerləşdirilməsi qaydaları”nın 4.2-ci bəndinə müvafiq olaraq 1 (bir) il müddətində təkrar idxal olunması şərtilə, müvəqqəti ixrac gömrük proseduru altında yerləşdirilmiş mallardan gömrük rüsumlarından və vergilərdən tamamilə azad olunmaqla, gömrük ərazisindən kənarda istifadə olunur. Qeyd olunan qərarın 4.3-cü bəndinə əsasən müvəqqəti ixrac müddəti 1 (bir) ildən artıq müəyyən edildikdə və ya müəyyən edilmiş daha qısa müvəqqəti ixrac müddəti uzadıldıqda, müvəqqəti ixrac edilən mallar gömrük rüsumlarından və vergilərdən qismən azad edilir."
Digər prosedurlar,Mədəni sərvətlərin Azərbaycan Respublikasından müvəqqəti ixracına hansı şərtlər daxilində icazə verilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 29 avqust 2014-cü il tarixli 293 nömrəli Qərarı ilə təsdiq edilmiş “Sərgi, qastrol səfərləri, bərpa işləri, təqdimat, beynəlxalq mədəniyyət tədbirlərinin keçirilməsi ilə əlaqədar mədəni sərvətlərin müvəqqəti ixracı Qaydaları”nın 3.2-ci bəndinə müvafiq olaraq mədəni sərvətlər: - sərgilərin; - bərpa işlərinin; - teatr, konsert və ya digər qastrol səfərlərinin; - təqdimatların; - beynəlxalq mədəniyyət tədbirlərinin həyata keçirilməsi məqsədi ilə müvəqqəti ixrac oluna bilər. Qeyd olunan qaydaların 3.3-cü bəndinə əsasən mədəni sərvətlərin müvəqqəti ixracının mümkünlüyü barədə Azərbaycan Respublikasının Mədəniyyət Nazirliyi qərar qəbul edir."
Digər prosedurlar,Təkrar idxal gömrük proseduru altında yerləşdirilməsi üçün mallar hansı şərtlərə cavab verməlidir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 12 oktyabr 2012-ci il tarixli 229 nömrəli Qərarı ilə təsdiq edilmiş “Malların təkrar idxal gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 2.1-ci bəndinə əsasən Təkrar idxal gömrük proseduru altında yerləşdirilməsi üçün mallar aşağıdakı şərtlərə cavab verməlidir: - Azərbaycan Respublikasının ərazisindən ixrac olunan daxili mallar olmalıdır; - mallar ixrac edildiyi andan 3 (üç) il müddətində gömrük ərazisinə qaytarılmalıdır; - təbii aşınma nəticəsində dəyişikliklər, normal şəraitdə daşınma və saxlanc itkiləri, həmçinin bu Qaydaların 2.7-ci bəndi ilə müəyyən edilən digər hallar istisna edilməklə, mallar aparıldığı vəziyyətdə olmalıdır."
Digər prosedurlar,Malların təkrar ixrac gömrük proseduru altında yerləşdirilməsi zamanı hansı sənədlər tələb olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 31 oktyabr 2012-ci il tarixli 252 nömrəli Qərarı ilə təsdiq olunmuş “Malların təkrar ixrac gömrük proseduru altında yerləşdirilməsi qaydaları”nın 3.2-ci və 3.3-cü bəndlərinə müvafiq olaraq malların təkrar ixrac gömrük proseduru altında yerləşdirilməsi üçün mallara dair idxal gömrük bəyannaməsi, kommersiya və nəqliyyat sənədləri, eyni zamanda təkrar ixrac bildirişi gömrük rəsmiləşdirilməsini həyata keçirən səlahiyyətli gömrük orqanına təqdim edilir."
Digər prosedurlar,Təkrar ixrac zamanı mallara görə ödənilmiş gömrük ödənişləri hansı şərtlər daxilində şəxsə qaytarılır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 31 oktyabr 2012-ci il tarixli 252 nömrəli Qərarı ilə təsdiq olunmuş “Malların təkrar ixrac gömrük proseduru altında yerləşdirilməsi qaydaları”nın 2.2-ci bəndinə müvafiq olaraq gömrük ödənişləri aşağıdakı şərtlər daxilində şəxsə qaytarılır: - idxal anında malların qüsurlu olması və ya sövdələşmə şərtlərinə cavab verməməsi aşkar edildikdə; - malların onları göndərən şəxsə və ya onun təyin etdiyi digər şəxsə geri qaytarılması nəzərdə tutulduqda; - mallar gömrük ərazisində emal əməliyyatlarına məruz qalmadıqda və ya istifadə olunmadıqda və Gömrük Məcəlləsinin 128.3-cü maddəsi ilə müəyyən edilmiş 1 (bir) il müddətində təkrar ixrac edildikdə gömrük ödənişləri şəxsə geri qaytarılır. Həmin qaydaların 2.3-cü bəndinə əsasən malları istifadə etmədən onların qüsurlu olmasını və ya təkrar ixraca səbəb olmuş şərtlərini aşkar etmək mümkün deyildirsə, belə istifadə gömrük ödənişlərinin qaytarılmasına mane olmamalıdır."
Digər prosedurlar,Təkrar ixrac gömrük proseduru altında yerləşdirilmiş malların rəsmiləşdirilməsi hansı qaydada həyata keçirilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 31 oktyabr 2012-ci il tarixli 252 nömrəli Qərarı ilə təsdiq edilmiş “Malların təkrar ixrac gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 3.1-ci bəndinə müvafiq olaraq təkrar ixrac olunan mallar aparılarkən onların gömrük rəsmiləşdirilməsi zamanı mallara dair səlahiyyətli şəxs və ya onun nümayəndəsi tərəfindən gömrük rəsmiləşdirilməsini həyata keçirən gömrük orqanına həmin Qaydaların əlavəsi ilə müəyyən olunmuş formada ərizə ilə müraciət edilir. Həmin Qaydaların 3.2-ci bəndinə əsasən səlahiyyətli şəxs və ya onun nümayəndəsi malları, onlara dair idxal gömrük bəyannaməsini, kommersiya və nəqliyyat sənədlərini gömrük rəsmiləşdirilməsini həyata keçirən gömrük orqanına təqdim edir. Həmin Qaydaların 3.3-cü bəndinə uyğun olaraq şəxs tərəfindən səlahiyyətli gömrük orqanına təkrar ixrac bildirişi verilir. Gömrük rəsmiləşdirilməsini həyata keçirən gömrük orqanında təqdim olunmuş sənədlərdə göstərilən məlumatların düzgünlüyü yoxlanılır, malların eyniləşdirilməsi aparılır və onların ixrac gömrük proseduru altında rəsmiləşdirilməsi həyata keçirilərək sərhəd gömrük orqanına məlumat ötürülür."
Digər prosedurlar,Daxildə emal proseduru altında yerləşdirilən xarici mallar hansı gömrük ödənişləri tətbiq olunmadan gömrük ərazisində bir və ya bir neçə emal əməliyyatında istifadə edilir?,Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 4 nömrəli Qərarı ilə təsdiq edilmiş “Malların daxildə emal xususi gömrük proseduru altında yerlədirilməsi qaydaları”nın 3.1-ci bəndinə müvafiq olaraq daxildə emal proseduru altında yerləşdirilən xarici mallar aşağıda göstərilənlər tətbiq olunmadan gömrük ərazisində bir və ya bir neçə emal əməliyyatında istifadə edilir: - idxal gömrük rüsumları; - malların idxalı üzrə qanunvericilikdə nəzərdə tutulmuş əlavə dəyər vergisi və aksizlər; - ticarət siyasəti tədbirləri.
Milli valyuta,Rezident və qeyri-rezident fiziki şəxslər hansı miqdarda milli valyutanı nağd şəkildə Azərbaycan Respublikasından çıxara və Azərbaycan Respublikasına gətirə bilərlər?,"“Rezidentlər və qeyri-rezidentlər tərəfindən milli valyutanın nağd şəkildə və milli valyutada ifadə olunmuş qiymətli kağızların Azərbaycan Respublikasından çıxarılması və Azərbaycan Respublikasına gətirilməsi zamanı bəyan edilməsi Qaydası”nın təsdiq edilməsi barədə Azərbaycan Respublikası Nazirlər Kabinetinin 10 oktyabr 2018-ci il tarixli 434 nömrəli Qərarının 2.2-ci bəndinə müvafiq olaraq rezident və qeyri-rezident fiziki şəxslər 20 000 (iyirmi min) manat məbləğinədək olan nağd milli valyutanı (kağız və metal pul nişanları) və milli valyutada ifadə olunmuş qiymətli kağızları gömrük orqanlarına şifahi formada bəyan etməklə, 20 000 (iyirmi min) manat və ondan yuxarı məbləğdə olan nağd milli valyutanı (kağız və metal pul nişanları) və milli valyutada ifadə olunmuş qiymətli kağızları gömrük orqanlarına yazılı formada tam məbləğdə bəyan etməklə, Azərbaycan Respublikasından çıxara və Azərbaycan Respublikasına gətirə bilərlər. Rezident və qeyri-rezident fiziki şəxslər milli valyutada ifadə olunmuş yubiley və xatirə pul nişanlarını nominal məbləğindən asılı olmayaraq gömrük orqanlarına yazılı formada bəyan etməklə Azərbaycan Respublikasından çıxara və Azərbaycan Respublikasına gətirə bilərlər."
Xarici valyuta,Rezident və qeyri-rezident fiziki və hüquqi şəxslər hansı miqdarda xarici valyutanı Azərbaycan Respublikasından nağd şəkildə çıxara bilərlər?,Azərbaycan Respublikası Mərkəzi Bankının 03 mart 2016-cı il tarixli 16/1 saylı Qərarı ilə təsdiq edilmiş “Rezidentlər və qeyri-rezidentlər tərəfindən xarici valyutanın Azərbaycan Respublikasına gətirilməsi və Azərbaycan Respublikasından çıxarılması Qaydaları”nın 2.2-ci bəndinə müvafiq olaraq rezident və qeyri-rezident fiziki və hüquqi şəxslər məbləği 10 000 (on min) ABŞ dolları ekvivalentinədək olan xarici valyutanı gömrük orqanına şifahi formada bəyan etməklə Azərbaycan Respublikasından nağd şəkildə çıxara bilərlər. Həmin qaydaların 2.3-cü bəndinə əsasən rezident və qeyri-rezident fiziki və hüquqi şəxslər 10 000 (on min) ABŞ dolları ekvivalenti məbləğindən 50 000 (əlli min) ABŞ dolları ekvivalenti məbləğinədək olan xarici valyutanı onun əvvəllər Azərbaycan Respublikasına nağd şəkildə gətirilməsini təsdiq edən gömrük sənədlərini və yazılı formada bəyannaməni gömrük orqanına təqdim etməklə Azərbaycan Respublikasından nağd şəkildə çıxara bilərlər.
Aksiz,Hansı meyarlara cavab verən minik avtomobillərinin Azərbaycan Respublikasına idxalı zamanı aksiz vergisi hesablanarkən yüksəldici əmsal tətbiq olunur?,"Azərbaycan Respublikasının Vergi Məcəlləsinin 190.4.1-4-cü maddəsinə əsasən Azərbaycan Respublikasına idxal olunan minik avtomobillərinin istehsal tarixi 7 ildən artıq olduqda, aksiz Vergi Məcəlləsinin 190.4.1-ci və 190.4.1- 3-cü maddələrinə əsasən hesablanmış məbləğə benzin mühərrikli minik avtomobillərinə 1,2, dizel mühərrikli minik avtomobillərinə isə 1,5 yüksəldici əmsal tətbiq edilməklə hesablanır."
Aksiz,Hansı meyarlara cavab verən avtobusların Azərbaycan Respublikasına idxalı zamanı aksiz vergisi hesablanarkən yüksəldici əmsal tətbiq olunur?,"Azərbaycan Respublikasının Vergi Məcəlləsinin 190.4.1-2-ci maddəsinə əsasən Azərbaycan Respublikasına idxal olunan avtobusların istehsal tarixi 1 ildən artıq və ya qət etdiyi məsafə 100000 kilometrdən artıq olduqda, aksiz Vergi Məcəlləsinin 190.4.1-1-ci maddəsinə əsasən hesablanmış məbləğə 1,5 əmsal tətbiq edilməklə hesablanır."
Gömrük ödənişləri,Azərbaycan Respublikasına idxal olunan elektrik mühərrikli nəqliyyat vasitələrinə gömrük ödənişləri ilə bağlı hansı azadolma nəzərdə tutulmuşdur?,Azərbaycan Respublikası Vergi Məcəlləsinin 164.1.41 bəndinə müvafiq olaraq yalnız elektrik mühərriki ilə işləyən avtomobillərin idxalı əlavə dəyər vergisindən azaddır.
Gömrük ödənişləri,"İdxal olunan platin, qızıl və onlardan hazırlanmış zərgərlik və digər məmulatlar, emal olunmuş, çeşidlənmiş, çərçivəyə salınmış və bərkidilmiş almaza hansı gömrük ödənişindən azadolma tətbiq olunur?","Azərbaycan Respublikası Vergi Məcəlləsinin 188.1.7-ci bəndinə əsasən idxal olunan platin, qızıl və onlardan hazırlanmış zərgərlik və digər məmulatlar, emal olunmuş, çeşidlənmiş, çərçivəyə salınmış və bərkidilmiş almaza 2021-ci il yanvarın 1-dən 3 il müddətinə aksiz vergisindən azadolma tətbiq olunur."
Gömrük ödənişləri,Gömrük orqanları tərəfindən hansı gömrük ödənişləri alınır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 224.1-ci maddəsinə müvafiq olaraq Gömrük Məcəlləsində, Azərbaycan Respublikasının Vergi Məcəlləsində, “Gömrük tarifi haqqında”, “Antidempinq, kompensasiya və mühafizə tədbirləri haqqında”, “Dövlət rüsumu haqqında” Azərbaycan Respublikasının qanunlarında və müvafiq icra hakimiyyəti orqanlarının normativ hüquqi aktlarında nəzərdə tutulmuş hallarda gömrük orqanları tərəfindən aşağıdakı gömrük ödənişləri alınır: 1. gömrük rüsumları; 2. əlavə dəyər vergisi; 3. aksizlər; 4. yol vergisi; 5. gömrük yığımları; 6. haqq; 7. dövlət rüsumu."
Gömrük ödənişləri,Gömrük ödənişləri üzrə yaranmış gömrük borcu hansı qaydada ödənilir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 244.1-ci bəndinə müvafiq olaraq gömrük borcu gömrük orqanına (yalnız bank, poçt və ya plastik kart vasitəsi ilə), beynəlxalq poçt göndərişləri ilə göndərilən mallar üçün isə poçt rabitəsi operatorlarına (qanunvericiliklə müəyyən edilmiş ödəniş vasitələri ilə) ödənilir."
Gömrük ödənişləri,Gömrük borcunun ödənilməsinin müəyyən edilmiş müddəti pozulduqda hansı məbləğdə dəbbə pulu hesablanır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 247.3-ci bəndinə müvafiq olaraq dəbbə pulu Məcəllənin 247.2-ci maddəsində göstərilən müddətlər ərzində hər gecikdirilən günə görə gömrük borcu məbləğinin 0,1 faizi miqdarında hesablanır. Dəbbə pulu gömrük borcu üzrə bütün ötmüş müddətə, lakin bir ildən çox olmamaq şərti ilə tətbiq edilir."
Gömrük ödənişləri,Gömrük borcunun ödənilməsinin müddəti pozulduqda dəbbə pulunun hesablanması müddəti hansı qaydada müəyyənləşir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 247-ci maddəsinə müvafiq olaraq gömrük borcunun ödənilməsinin müddəti pozulduqda dəbbə pulunun hesablanması müddəti aşağıdakı kimidir: Gömrük borcunun ödənilməsi müddətinin başa çatdığı tarixdən növbəti gündən başlayaraq, borcun faktiki ödənilmə gününədək və ya bu Məcəllənin 246.1-ci maddəsinə əsasən həmin borcun ödənilməsinə möhlət verilənədək; Məcəllənin 246.1-ci maddəsinə əsasən gömrük borcunun ödənilməsinə verilmiş möhlətin başa çatdığı tarixdən növbəti gündən başlayaraq, borcun faktiki ödənilmə gününədək. Dəbbə pulu gömrük borcu üzrə bütün ötmüş müddətə, lakin bir ildən çox olmamaq şərti ilə tətbiq edilir."
Gömrük ödənişləri,İdxal olunan mallara münasibətdə gömrük rüsumlarının və yığılması gömrük orqanlarına həvalə edilmiş vergilərin hesablanması zamanı hansı vaxt əsas götürülür?,Azərbaycan Respublikası Gömrük Məcəlləsinin 242.3-cü bəndinə müvafiq olaraq gömrük rüsumlarının və yığılması gömrük orqanlarına həvalə edilmiş vergilərin hesablanması idxal olunan mallara münasibətdə gömrük sərhədini keçən gündən başlanır və həmin gün qüvvədə olan gömrük rüsumları və vergilərin dərəcələri əsas götürülür.
Gömrük ödənişləri,İxrac olunan mallara münasibətdə gömrük rüsumlarının və yığılması gömrük orqanlarına həvalə edilmiş vergilərin hesablanması zamanı hansı vaxt əsas götürülür?,Azərbaycan Respublikası Gömrük Məcəlləsinin 242.3-cü bəndinə müvafiq olaraq gömrük rüsumlarının və yığılması gömrük orqanlarına həvalə edilmiş vergilərin hesablanması ixrac olunan mallara münasibətdə mallara dair bəyannamənin təqdim olunduğu gündən başlanır və həmin gün qüvvədə olan gömrük rüsumları və vergilərin dərəcələri əsas götürülür.
Gömrük ödənişləri,Azərbaycan Respublikasına idxal olunan yardım yüklərinə gömrük rüsumu və vergiləri tətbiq olunurmu?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 112.3-cü maddəsinə müvafiq olaraq yardım yüklərinə ticarət siyasəti tədbirləri, qadağa və məhdudiyyətlər, həmçinin gömrük ödənişləri tətbiq edilmir."
